assumption_id,assumption_title,scenario,company,year,metric,value,unit,derivation_type,confidence,formula_or_rule,why_this_number,source_ids,assumption_ids,replacement_path
A08,tokens_per_second_per_mw,Bull,Microsoft,2029,commercial_workload_fit_factor,0.8,share of public reference throughput,Scenario assumption,Medium,reference_serving_tps_per_mw = fleet_reference_tps_per_mw * commercial_workload_fit_factor,"Commercial workload class: Copilot / routed closed-model assistant. Closed-model, reasoning, long-context and SLO mismatch is made explicit rather than hiding it in the benchmark.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Matched commercial serving benchmark by product surface, context shape and latency SLO."
A08,tokens_per_second_per_mw,Bull,Microsoft,2029,reference_serving_tps_per_mw,541549,generated output tokens/sec/MW,Workload-adjusted benchmark proxy,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,This is the coefficient used for headline token generation; it is intentionally below the raw public reference unless the commercial workload is closely matched.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider production output-token throughput with comparable workload/SLO.
A08,tokens_per_second_per_mw,Bull,Microsoft,2029,purpose_built_tps_per_mw,579952,generated output tokens/sec/MW,Conservative no-uplift proxy,Medium,purpose_built_tps_per_mw = purpose_built_reference_tps_per_mw * commercial_workload_fit_factor until comparable output-token benchmark is adopted,No comparable public output-token/MW row adopted; B200 public reference placeholder is used and remains editable.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Matched-workload generated-output benchmark for the provider purpose-built accelerator.
A05,inference_power_share,Bull,Microsoft,2029,inference_power_share,0.772,share of AI IT load,Scenario allocation,Medium,inference_gw = ai_it_load_gw * inference_power_share,Copilot commercial serving growth supports rising inference allocation; OpenAI model-owner output must remain separately attributed.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A05,inference_power_share,Bull,Microsoft,2029,inference_gw,3.24,GW,Derived formula,Medium,ai_it_load_gw * inference_power_share,This is the operational power eligible to become commercial generated output tokens through the selected TPS/MW proxy.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or inference-share evidence changes.
A06,training_power_share,Bull,Microsoft,2029,training_power_share,0.228,share of AI IT load,Derived allocation,Medium,1 - inference_power_share,Training receives the complementary modeled AI IT allocation; it is not a disclosed company workload split.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A06,training_power_share,Bull,Microsoft,2029,training_gw,0.954,GW,Derived formula,Medium,ai_it_load_gw * training_power_share,Training GW is shown separately so commercial inference token capacity is not overstated.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or workload-split evidence changes.
A08,tokens_per_second_per_mw,Bull,Microsoft,2029,tokens_per_second_per_mw,541549,generated output tokens/sec/MW,Derived estimate + benchmark calibration,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,"GPT-OSS 120B B200 output-token benchmark proxy. Maia has no adopted comparable output-token/MW row, so no uplift is applied. Common filter: B200, single_turn, ISL=1024, OSL=1024, output_tok_s_mw p50. Commercial workload fit factor: Copilot traffic mixes routed proprietary models and interactive SLOs; GPT-OSS is a reference ceiling, not direct telemetry.",SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Comparable production output-token throughput with model, hardware, precision, ISL/OSL and SLO matched."
A01,contracted_power_gw,Bull,Microsoft,2030,contracted_power_gw,9.0,GW,Scenario capacity envelope,Medium,linear interpolation between 2026 and 2030 company capacity endpoints,Scenario envelope for Microsoft-controlled/Copilot serving burden; not an official contracted-GW disclosure.,ASSUMP_POWER_RAMP; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company/site-level committed MW/GW, interconnect and contract disclosure."
A02,active_power_gw,Bull,Microsoft,2030,operational_deployment_share,0.81288889,share,Scenario conversion,Medium,active_power_gw / contracted_power_gw,This is the single explicit conversion from contracted/attributed capacity to operationally usable capacity.,ASSUMP_POWER_RAMP; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Energized operational capacity divided by contracted/attributed capacity.
A02,active_power_gw,Bull,Microsoft,2030,active_power_gw,7.316,GW,Derived scenario,Medium,contracted_power_gw * operational_deployment_share,"Active GW is a staged operational deployment fraction of modeled capacity, reflecting site energization and accelerator availability.",ASSUMP_POWER_RAMP; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Energization dates, accelerator deliveries and operational powered-rack telemetry."
A03,pue,Bull,Microsoft,2030,pue,1.2,ratio,Scenario parameter,Medium,it_load_gw = active_power_gw / pue,No provider-wide site-level PUE is used as a disclosed fact; PUE represents facility-to-IT conversion within the scenario.,ASSUMP_POWER_RAMP,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Site-level measured PUE matched to attributed AI capacity.
A02,active_power_gw,Bull,Microsoft,2030,it_load_gw,6.097,GW,Derived formula,Medium,active_power_gw / pue,Facility power is converted to IT-deliverable power before attributing AI workloads.,ASSUMP_POWER_RAMP; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute once active power and PUE become site-observable.
A04,ai_workload_share,Bull,Microsoft,2030,ai_workload_share,0.86,share,Scenario allocation,Medium,ai_it_load_gw = it_load_gw * ai_workload_share,Azure/Copilot serving burden is AI-oriented but shares infrastructure with platform and reserve overhead; 86% is a scenario allocation.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Model-owner AI workload allocation or cluster scheduling telemetry.
A04,ai_workload_share,Bull,Microsoft,2030,ai_it_load_gw,5.243,GW,Derived formula,Medium,it_load_gw * ai_workload_share,Only the AI-attributed portion of IT load enters training/inference allocation.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after ai_workload_share is replaced by telemetry.
A11,gpu_asic_mix,Bull,Microsoft,2030,gpu_share,0.55,share of inference-serving accelerator load,Numeric scenario,Medium,gpu_share interpolated from company 2026/2030 accelerator-mix endpoints,"Maia 200 is officially designated for inference, Azure AI Foundry and Microsoft 365 Copilot. Exact serving fleet share is undisclosed; gradual Maia adoption is modeled.",SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Microsoft disclosure of Maia accelerator-hours or Copilot model/hardware routing mix.
A11,gpu_asic_mix,Bull,Microsoft,2030,h200_share,0.055,share of inference-serving accelerator load,Editable numeric scenario,Medium,h200_share = gpu_share * default_gpu_generation_mix_h200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bull,Microsoft,2030,b200_share,0.193,share of inference-serving accelerator load,Editable numeric scenario,Medium,b200_share = gpu_share * default_gpu_generation_mix_b200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bull,Microsoft,2030,gb200_share,0.302,share of inference-serving accelerator load,Editable numeric scenario,Medium,gb200_share = gpu_share * default_gpu_generation_mix_gb200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bull,Microsoft,2030,purpose_built_accelerator_share,0.45,share of inference-serving accelerator load,Numeric scenario,Medium,1 - gpu_share,"Purpose-built bucket: Maia inference accelerator. Maia 200 is officially designated for inference, Azure AI Foundry and Microsoft 365 Copilot. Exact serving fleet share is undisclosed; gradual Maia adoption is modeled.",SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Microsoft disclosure of Maia accelerator-hours or Copilot model/hardware routing mix.
A08,tokens_per_second_per_mw,Bull,Microsoft,2030,fleet_reference_tps_per_mw,705383,generated output tokens/sec/MW,Fleet-weighted public benchmark reference,Medium,h200_share*h200_reference + b200_share*b200_reference + gb200_share*gb200_reference + purpose_built_share*purpose_built_reference,"Selected InferenceX proxy model: gptoss120b. Each GPU-generation reference is public benchmark input or documented B200 placeholder, not measured company production throughput.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Comparable production output-token throughput or a more closely matched benchmark.
A08,tokens_per_second_per_mw,Bull,Microsoft,2030,commercial_workload_fit_factor,0.8,share of public reference throughput,Scenario assumption,Medium,reference_serving_tps_per_mw = fleet_reference_tps_per_mw * commercial_workload_fit_factor,"Commercial workload class: Copilot / routed closed-model assistant. Closed-model, reasoning, long-context and SLO mismatch is made explicit rather than hiding it in the benchmark.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Matched commercial serving benchmark by product surface, context shape and latency SLO."
A08,tokens_per_second_per_mw,Bull,Microsoft,2030,reference_serving_tps_per_mw,564306,generated output tokens/sec/MW,Workload-adjusted benchmark proxy,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,This is the coefficient used for headline token generation; it is intentionally below the raw public reference unless the commercial workload is closely matched.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider production output-token throughput with comparable workload/SLO.
A08,tokens_per_second_per_mw,Bull,Microsoft,2030,purpose_built_tps_per_mw,579952,generated output tokens/sec/MW,Conservative no-uplift proxy,Medium,purpose_built_tps_per_mw = purpose_built_reference_tps_per_mw * commercial_workload_fit_factor until comparable output-token benchmark is adopted,No comparable public output-token/MW row adopted; B200 public reference placeholder is used and remains editable.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Matched-workload generated-output benchmark for the provider purpose-built accelerator.
A05,inference_power_share,Bull,Microsoft,2030,inference_power_share,0.83,share of AI IT load,Scenario allocation,Medium,inference_gw = ai_it_load_gw * inference_power_share,Copilot commercial serving growth supports rising inference allocation; OpenAI model-owner output must remain separately attributed.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A05,inference_power_share,Bull,Microsoft,2030,inference_gw,4.352,GW,Derived formula,Medium,ai_it_load_gw * inference_power_share,This is the operational power eligible to become commercial generated output tokens through the selected TPS/MW proxy.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or inference-share evidence changes.
A06,training_power_share,Bull,Microsoft,2030,training_power_share,0.17,share of AI IT load,Derived allocation,Medium,1 - inference_power_share,Training receives the complementary modeled AI IT allocation; it is not a disclosed company workload split.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Provider-specific inference/training workload power telemetry.
A06,training_power_share,Bull,Microsoft,2030,training_gw,0.891,GW,Derived formula,Medium,ai_it_load_gw * training_power_share,Training GW is shown separately so commercial inference token capacity is not overstated.,SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after AI allocation or workload-split evidence changes.
A08,tokens_per_second_per_mw,Bull,Microsoft,2030,tokens_per_second_per_mw,564306,generated output tokens/sec/MW,Derived estimate + benchmark calibration,Medium,fleet_reference_tps_per_mw * commercial_workload_fit_factor,"GPT-OSS 120B B200 output-token benchmark proxy. Maia has no adopted comparable output-token/MW row, so no uplift is applied. Common filter: B200, single_turn, ISL=1024, OSL=1024, output_tok_s_mw p50. Commercial workload fit factor: Copilot traffic mixes routed proprietary models and interactive SLOs; GPT-OSS is a reference ceiling, not direct telemetry.",SRC_MS_PHI; SRC_OPENAI_GPT41_DOCS; SRC_MS_PHI4_TECHREPORT; SRC_MS_MAIA200; SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_POWER_RAMP; ASSUMP_MS_OPENAI_ATTRIBUTION; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Comparable production output-token throughput with model, hardware, precision, ISL/OSL and SLO matched."
A01,contracted_power_gw,Bull,Google,2026,contracted_power_gw,4.5,GW,Scenario capacity envelope,Medium-High,linear interpolation between 2026 and 2030 company capacity endpoints,"Scenario envelope for Gemini-serving capacity; official TPU hardware direction is disclosed, company-level contracted GW is not.",ASSUMP_POWER_RAMP; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company/site-level committed MW/GW, interconnect and contract disclosure."
A02,active_power_gw,Bull,Google,2026,operational_deployment_share,0.51333333,share,Scenario conversion,Medium-High,active_power_gw / contracted_power_gw,This is the single explicit conversion from contracted/attributed capacity to operationally usable capacity.,ASSUMP_POWER_RAMP; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Energized operational capacity divided by contracted/attributed capacity.
A02,active_power_gw,Bull,Google,2026,active_power_gw,2.31,GW,Derived scenario,Medium-High,contracted_power_gw * operational_deployment_share,"TPU generation availability supports ramp direction, while active GW remains a staged deployment estimate.",ASSUMP_POWER_RAMP; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Energization dates, accelerator deliveries and operational powered-rack telemetry."
A03,pue,Bull,Google,2026,pue,1.18,ratio,Scenario parameter,Medium-High,it_load_gw = active_power_gw / pue,No provider-wide site-level PUE is used as a disclosed fact; PUE represents facility-to-IT conversion within the scenario.,ASSUMP_POWER_RAMP,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Site-level measured PUE matched to attributed AI capacity.
A02,active_power_gw,Bull,Google,2026,it_load_gw,1.958,GW,Derived formula,Medium-High,active_power_gw / pue,Facility power is converted to IT-deliverable power before attributing AI workloads.,ASSUMP_POWER_RAMP; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute once active power and PUE become site-observable.
A04,ai_workload_share,Bull,Google,2026,ai_workload_share,0.88,share,Scenario allocation,Medium-High,ai_it_load_gw = it_load_gw * ai_workload_share,Gemini/Vertex TPU serving is AI-dedicated in the modeled capacity envelope; 88% excludes platform/reserve load.,SRC_GOOGLE_GEMINI_TOKENS; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Model-owner AI workload allocation or cluster scheduling telemetry.
A04,ai_workload_share,Bull,Google,2026,ai_it_load_gw,1.723,GW,Derived formula,Medium-High,it_load_gw * ai_workload_share,Only the AI-attributed portion of IT load enters training/inference allocation.,SRC_GOOGLE_GEMINI_TOKENS; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Recompute after ai_workload_share is replaced by telemetry.
A11,gpu_asic_mix,Bull,Google,2026,gpu_share,0.2,share of inference-serving accelerator load,Numeric scenario,Medium-High,gpu_share interpolated from company 2026/2030 accelerator-mix endpoints,"Google officially positions Ironwood as an inference TPU and publicly documents TPU generations; TPU-heavy serving is modeled, not measured fleet share.",SRC_GOOGLE_GEMINI_TOKENS; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Gemini production serving throughput/power or TPU-versus-GPU serving allocation disclosure.
A11,gpu_asic_mix,Bull,Google,2026,h200_share,0.11,share of inference-serving accelerator load,Editable numeric scenario,Medium-High,h200_share = gpu_share * default_gpu_generation_mix_h200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bull,Google,2026,b200_share,0.08,share of inference-serving accelerator load,Editable numeric scenario,Medium-High,b200_share = gpu_share * default_gpu_generation_mix_b200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bull,Google,2026,gb200_share,0.01,share of inference-serving accelerator load,Editable numeric scenario,Medium-High,gb200_share = gpu_share * default_gpu_generation_mix_gb200,Default GPU-generation migration assumption; executive workbook allows later manual replacement by company/year/scenario.,SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Company fleet inventory, accelerator-hours or procurement/deployment records by GPU generation."
A11,gpu_asic_mix,Bull,Google,2026,purpose_built_accelerator_share,0.8,share of inference-serving accelerator load,Numeric scenario,Medium-High,1 - gpu_share,"Purpose-built bucket: TPU / Ironwood. Google officially positions Ironwood as an inference TPU and publicly documents TPU generations; TPU-heavy serving is modeled, not measured fleet share.",SRC_GOOGLE_GEMINI_TOKENS; SRC_GOOGLE_IRONWOOD; SRC_GOOGLE_TPU_V6E; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Gemini production serving throughput/power or TPU-versus-GPU serving allocation disclosure.
A08,tokens_per_second_per_mw,Bull,Google,2026,fleet_reference_tps_per_mw,685825,generated output tokens/sec/MW,Fleet-weighted public benchmark reference,Medium-High,h200_share*h200_reference + b200_share*b200_reference + gb200_share*gb200_reference + purpose_built_share*purpose_built_reference,"Selected InferenceX proxy model: gptoss120b. Each GPU-generation reference is public benchmark input or documented B200 placeholder, not measured company production throughput.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,Comparable production output-token throughput or a more closely matched benchmark.
A08,tokens_per_second_per_mw,Bull,Google,2026,commercial_workload_fit_factor,0.8,share of public reference throughput,Scenario assumption,Medium-High,reference_serving_tps_per_mw = fleet_reference_tps_per_mw * commercial_workload_fit_factor,"Commercial workload class: Gemini product-integrated multimodal assistant. Closed-model, reasoning, long-context and SLO mismatch is made explicit rather than hiding it in the benchmark.",SRC_SEMIANALYSIS_INFERENCEX; ASSUMP_NUMERIC_ACCELERATOR_MIX,ASSUMP_TPU_EFFICIENCY; ASSUMP_POWER_RAMP; ASSUMP_NUMERIC_ACCELERATOR_MIX; ASSUMP_INFERENCE_SHARE_NOT_FACT_60,"Matched commercial serving benchmark by product surface, context shape and latency SLO."
